Date,SKU,Units_Sold,Revenue,Price,Promotion,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,year,month,quarter,week,day_of_week,is_weekend,season,holiday,is_holiday,promotion_event,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value
2024-12-03,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,49,Tuesday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-04,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,49,Wednesday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-05,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,49,Thursday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-06,SKU004,9,61754.13,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,49,Friday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-07,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,49,Saturday,1,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-08,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,49,Sunday,1,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-09,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,50,Monday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-10,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,50,Tuesday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-11,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,50,Wednesday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-12,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,50,Thursday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-13,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,50,Friday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-14,SKU004,8,54892.56,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,50,Saturday,1,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-15,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,50,Sunday,1,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-16,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,51,Monday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-17,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,51,Tuesday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-18,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,51,Wednesday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-19,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,51,Thursday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-20,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,51,Friday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-21,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,51,Saturday,1,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-22,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,51,Sunday,1,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-23,SKU004,1,6861.57,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,52,Monday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-24,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,52,Tuesday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-25,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,52,Wednesday,0,Winter,Christmas,1,None,460,201,9,120,272,571724.8
2024-12-26,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,52,Thursday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-27,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,52,Friday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-28,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,52,Saturday,1,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-29,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,52,Sunday,1,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-30,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,1,Monday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2024-12-31,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2024,12,Q4,1,Tuesday,0,Winter,None,0,None,460,201,9,120,272,571724.8
2025-01-01,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,1,Wednesday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-02,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,1,Thursday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-03,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,1,Friday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-04,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,1,Saturday,1,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-05,SKU004,12,82338.84,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,1,Sunday,1,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-06,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,2,Monday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-07,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,2,Tuesday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-08,SKU004,8,54892.56,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,2,Wednesday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-09,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,2,Thursday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-10,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,2,Friday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-11,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,2,Saturday,1,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-12,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,2,Sunday,1,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-13,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,3,Monday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-14,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,3,Tuesday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-15,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,3,Wednesday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-16,SKU004,1,6861.57,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,3,Thursday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-17,SKU004,0,0.0,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,3,Friday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-18,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,3,Saturday,1,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-19,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,3,Sunday,1,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-20,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,4,Monday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-21,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,4,Tuesday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-22,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,4,Wednesday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-23,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,4,Thursday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-24,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,4,Friday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-25,SKU004,9,61754.13,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,4,Saturday,1,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-26,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,4,Sunday,1,Winter,Republic Day,1,None,382,252,12,109,309,474780.16
2025-01-27,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,5,Monday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-28,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,5,Tuesday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-29,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,5,Wednesday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-30,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,5,Thursday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-01-31,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,1,Q1,5,Friday,0,Winter,None,0,None,382,252,12,109,309,474780.16
2025-02-01,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,5,Saturday,1,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-02,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,5,Sunday,1,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-03,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,6,Monday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-04,SKU004,9,61754.13,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,6,Tuesday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-05,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,6,Wednesday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-06,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,6,Thursday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-07,SKU004,1,6861.57,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,6,Friday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-08,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,6,Saturday,1,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-09,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,6,Sunday,1,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-10,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,7,Monday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-11,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,7,Tuesday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-12,SKU004,10,68615.7,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,7,Wednesday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-13,SKU004,1,6861.57,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,7,Thursday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-14,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,7,Friday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-15,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,7,Saturday,1,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-16,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,7,Sunday,1,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-17,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,8,Monday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-18,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,8,Tuesday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-19,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,8,Wednesday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-20,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,8,Thursday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-21,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,8,Friday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-22,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,8,Saturday,1,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-23,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,8,Sunday,1,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-24,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,9,Monday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-25,SKU004,9,61754.13,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,9,Tuesday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-26,SKU004,8,54892.56,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,9,Wednesday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-27,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,9,Thursday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-02-28,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,2,Q1,9,Friday,0,Winter,None,0,None,259,141,9,113,268,321905.92
2025-03-01,SKU004,6,41169.42,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,9,Saturday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-02,SKU004,12,82338.84,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,9,Sunday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-03,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,10,Monday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-04,SKU004,8,54892.56,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,10,Tuesday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-05,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,10,Wednesday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-06,SKU004,8,54892.56,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,10,Thursday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-07,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,10,Friday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-08,SKU004,6,41169.42,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,10,Saturday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-09,SKU004,4,27446.28,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,10,Sunday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-10,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,11,Monday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-11,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,11,Tuesday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-12,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,11,Wednesday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-13,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,11,Thursday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-14,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,11,Friday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-15,SKU004,5,34307.85,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,11,Saturday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-16,SKU004,5,34307.85,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,11,Sunday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-17,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,12,Monday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-18,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,12,Tuesday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-19,SKU004,3,20584.71,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,12,Wednesday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-20,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,12,Thursday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-21,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,12,Friday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-22,SKU004,8,54892.56,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,12,Saturday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-23,SKU004,9,61754.13,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,12,Sunday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-24,SKU004,6,41169.42,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,13,Monday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-25,SKU004,8,54892.56,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,13,Tuesday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-26,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,13,Wednesday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-27,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,13,Thursday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-28,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,13,Friday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-03-29,SKU004,8,54892.56,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,13,Saturday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-30,SKU004,5,34307.85,6861.57,1,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,13,Sunday,1,Spring,None,0,Seasonal Promotion,376,176,13,114,374,467322.88
2025-03-31,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,3,Q1,14,Monday,0,Spring,None,0,None,376,176,13,114,374,467322.88
2025-04-01,SKU004,0,0.0,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,14,Tuesday,0,Spring,None,0,None,498,377,5,90,206,618954.24
2025-04-02,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,14,Wednesday,0,Spring,None,0,None,498,377,5,90,206,618954.24
2025-04-03,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,14,Thursday,0,Spring,None,0,None,498,377,5,90,206,618954.24
2025-04-04,SKU004,5,34307.85,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,14,Friday,0,Spring,None,0,None,498,377,5,90,206,618954.24
2025-04-05,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,14,Saturday,1,Spring,None,0,None,498,377,5,90,206,618954.24
2025-04-06,SKU004,2,13723.14,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,14,Sunday,1,Spring,None,0,None,498,377,5,90,206,618954.24
2025-04-07,SKU004,9,61754.13,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,15,Monday,0,Spring,None,0,None,498,377,5,90,206,618954.24
2025-04-08,SKU004,7,48030.99,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,15,Tuesday,0,Spring,None,0,None,498,377,5,90,206,618954.24
2025-04-09,SKU004,8,54892.56,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,15,Wednesday,0,Spring,None,0,None,498,377,5,90,206,618954.24
2025-04-10,SKU004,4,27446.28,6861.57,0,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,2025,4,Q2,15,Thursday,0,Spring,None,0,None,498,377,5,90,206,618954.24
